ID,FQA_USDASymbol,FQA_USDASymbolOrigin,FQA_Family,FQA_SciName_withAuthority,FQA_SciName_noAuthority,FQA_Genus,FQA_Species,FQA_Trinomial,FQA_C-Value2020,FQA_C-Value2020_Numeric,FQA_NativeStatus,CONox_Status,AW_WetIndicator,GP_WetIndicator,WMVC_WetIndicator,CNHP_Tracked,CNHP_GRank,CNHP_SRank,CPW_DuckFoodValue,USDA_MajorGroup,USDA_Category,USDA_GrowthHabitSimple,USDA_GrowthHabitFull,USDA_GrowthHabitDuration_Origin,USDA_Duration,USDA_GrowthForm,USDA_GrowthRate,USDA_DroughtTolerance,USDA_ShadeTolerance,USDA_BloomPeriod,Invasiveness,IRank,IRank_Score,FQA_NameOrigin,National_USDASymbol,National_Family,National_SciName_noAuthority,Ack_Family,Ack_SciName_noAuthority,Weber2001_Family,Weber2001_SciName_no Authority,Weber2012_Family,Weber2012_SciName_no Authority,IRank_GName,National_NativeStatus,Ack_NativeStatus,Weber2001_NativeStatus,ITIS_NativeStatus,BONAP_NativeStatus,BONAP_Override,IRank_MixedOrigin,FQA_C-Value2006
58,"AGAU2","FQA_SciName","Asteraceae","Agoseris aurantiaca (Hook.) Greene","Agoseris aurantiaca","Agoseris","aurantiaca"," ","6",6,"Native",,"FAC",,"FACU",,,,"NO","Angiosperms","Dicot","Forb","Subshrub, Forb/herb",,"Perennial","Single Crown","Rapid","Medium","Intolerant","Mid Spring",,,,"Ackerfield 2015","AGAU2","Asteraceae","Agoseris aurantiaca","Asteraceae","Agoseris aurantiaca","Asteraceae","Agoseris aurantiaca","Asteraceae","Agoseris aurantiaca",,"Native","Native","Native","Native","Native",,,"6"
59,"AGAUA","FQA_SciName","Asteraceae","Agoseris aurantiaca (Hook.) Greene var. aurantiaca","Agoseris aurantiaca var. aurantiaca","Agoseris","aurantiaca","var. aurantiaca","6",6,"Native",,"FAC",,"FACU",,,,,"Angiosperms","Dicot","Shrub","Subshrub, Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","AGAUA","Asteraceae","Agoseris aurantiaca var. aurantiaca","Asteraceae","Agoseris aurantiaca var. aurantiaca","Asteraceae","Agoseris aurantiaca","Asteraceae","Agoseris aurantiaca",,"Native","Native","Native","Native","Native",,,"6"
60,"AGAUP","FQA_SciName","Asteraceae","Agoseris aurantiaca (Hook.) Greene var. purpurea (A. Gray) Cronquist","Agoseris aurantiaca var. purpurea","Agoseris","aurantiaca","var. purpurea","6",6,"Native",,"FAC",,"FACU",,,,,"Angiosperms","Dicot","Forb","Forb/herb, Subshrub",,"Perennial",,,,,,,,,"Ackerfield 2015","AGAUP","Asteraceae","Agoseris aurantiaca var. purpurea","Asteraceae","Agoseris aurantiaca var. purpurea","Asteraceae","Agoseris aurantiaca","Asteraceae","Agoseris aurantiaca var. purpurea",,"Native","Native","Native","Native","Native",,,"6"
61,"AGGL","FQA_SciName","Asteraceae","Agoseris glauca (Pursh) Raf.","Agoseris glauca","Agoseris","glauca"," ","7",7,"Native",,"FACU","FACU","FAC",,,,"NO","Angiosperms","Dicot","Forb","Forb/herb, Subshrub, Shrub",,"Perennial","Single Crown","Rapid","Medium","Intolerant","Mid Spring",,,,"Ackerfield 2015","AGGL","Asteraceae","Agoseris glauca","Asteraceae","Agoseris glauca","Asteraceae","Agoseris glauca","Asteraceae","Agoseris glauca",,"Native","Native","Native","Native","Native",,,"6"
62,"AGGLD","FQA_SciName","Asteraceae","Agoseris glauca (Pursh) Raf. var. dasycephala (Torr. & A. Gray) Jeps.","Agoseris glauca var. dasycephala","Agoseris","glauca","var. dasycephala","7",7,"Native",,"FACU","FACU","FAC",,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","AGGLD","Asteraceae","Agoseris glauca var. dasycephala","Asteraceae","Agoseris glauca var. dasycephala","Asteraceae","Agoseris glauca var. dasycephala","Asteraceae","Agoseris glauca var. dasycephala",,"Native","Native","Native","Native","Native",,,"7"
63,"AGGLG","FQA_SciName","Asteraceae","Agoseris glauca (Pursh) Raf. var. glauca","Agoseris glauca var. glauca","Agoseris","glauca","var. glauca","7",7,"Native",,"FACU","FACU","FAC",,,,,"Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","AGGLG","Asteraceae","Agoseris glauca var. glauca","Asteraceae","Agoseris glauca var. glauca","Asteraceae","Agoseris glauca","Asteraceae","Agoseris glauca",,"Native","Native","Native","Native","Native",,,"7"
64,"AGHEH","FQA_SciName","Asteraceae","Agoseris heterophylla (Nutt.) Greene var. heterophylla","Agoseris heterophylla var. heterophylla","Agoseris","heterophylla","var. heterophylla","Not Assigned",,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Annual",,,,,,,,,"Ackerfield 2015","AGHEH","Asteraceae","Agoseris heterophylla var. heterophylla","Asteraceae","Agoseris heterophylla var. heterophylla","Asteraceae","Agoseris heterophylla","Asteraceae","Agoseris heterophylla",,"Native","Native","Native","Native","Native",,,"Not Assigned"
65,"AGPA14","FQA_SciName","Asteraceae","Agoseris parviflora (Nutt.) Greene","Agoseris parviflora","Agoseris","parviflora"," ","7",7,"Native",,"FACU","UPL","UPL",,,,"NO","Angiosperms","Dicot","Forb","Forb/herb, Subshrub, Shrub",,"Perennial",,,,,,,,,"Ackerfield 2015","AGGLL","Asteraceae","Agoseris glauca var. laciniata","Asteraceae","Agoseris parviflora","Asteraceae","Agoseris glauca var. laciniata","Asteraceae","Agoseris glauca var. laciniata",,"Native","Native","Native","Native","Native",,,"7"
67,"AGRIM","FQA_SciName","Rosaceae","Agrimonia L.","Agrimonia","Agrimonia",,,"7",7,"Native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,"AGST","FQA_SciName","Rosaceae","Agrimonia striata Michx.","Agrimonia striata","Agrimonia","striata"," ","7",7,"Native",,"FACU","FACU","FACU",,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial","Rhizomatous","Moderate","Medium","Tolerant","Mid Summer",,,,"Ackerfield 2015","AGST","Rosaceae","Agrimonia striata","Rosaceae","Agrimonia striata","Rosaceae","Agrimonia striata","Rosaceae","Agrimonia striata",,"Native","Native","Native","Native","Native",,,"7"
71,"AGROP2","FQA_SciName","Poaceae","Agropyron Gaertn.","Agropyron","Agropyron",,,"0",0,"Non-native",,,,,,,,,"Angiosperms","Monocot","Graminoid","Graminoid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,"AGCR","FQA_SciName","Poaceae","Agropyron cristatum (L.) Gaertn.","Agropyron cristatum","Agropyron","cristatum"," ","0",0,"Non-native",,,,,,,,"NO","Angiosperms","Monocot","Graminoid","Graminoid",,"Perennial","Rhizomatous","Rapid","High","Intolerant","Early Spring",,,,"Ackerfield 2015","AGCR","Poaceae","Agropyron cristatum","Poaceae","Agropyron cristatum","Poaceae","Agropyron cristatum","Poaceae","Agropyron cristatum",,"Introduced","Introduced","Non-native","Introduced","Exotic",,,"0"
70,"AGFR","FQA_SciName","Poaceae","Agropyron fragile (Roth) P. Candargy","Agropyron fragile","Agropyron","fragile"," ","0",0,"Non-native",,,,,,,,"NO","Angiosperms","Monocot","Graminoid","Graminoid",,"Perennial","Bunch","Rapid","High","Intolerant","Spring",3,"Medium/Insignificant",5,"Ackerfield 2015","AGFR","Poaceae","Agropyron fragile","Poaceae","Agropyron fragile","Poaceae","Agropyron mongolicum","Poaceae","Agropyron cristatum","Agropyron fragile","Introduced","Introduced","Non-native","Introduced","Exotic",,,"0"
73,"AGROS","FQA_SciName","Caryophyllaceae","Agrostemma L.","Agrostemma","Agrostemma",,,"0",0,"Non-native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,"AGGI","FQA_SciName","Caryophyllaceae","Agrostemma githago L.","Agrostemma githago","Agrostemma","githago"," ","0",0,"Non-native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,"Annual",,,,,,,,,"Ackerfield 2015","AGGI","Caryophyllaceae","Agrostemma githago","Caryophyllaceae","Agrostemma githago",,,,,,"Introduced","Introduced",,"Introduced","Exotic",,,"0"
77,"AGROS2","FQA_SciName","Poaceae","Agrostis L.","Agrostis","Agrostis",,,,,"Unknown",,,,,,,,,"Angiosperms","Monocot","Graminoid","Graminoid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,"AGEX","FQA_SciName","Poaceae","Agrostis exarata Trin.","Agrostis exarata","Agrostis","exarata"," ","7",7,"Native",,"FACW","FACW","FACW",,,,"NO","Angiosperms","Monocot","Graminoid","Graminoid",,"Perennial","Rhizomatous","Moderate","Low","Intolerant","Late Spring",3,,,"Ackerfield 2015","AGEX","Poaceae","Agrostis exarata","Poaceae","Agrostis exarata","Poaceae","Agrostis exarata","Poaceae","Agrostis exarata",,"Native","Native","Non-native","Native","Native",,,"0"
75,"AGGI2","FQA_SciName","Poaceae","Agrostis gigantea Roth","Agrostis gigantea","Agrostis","gigantea"," ","0",0,"Non-native",,"FACW","FACW","FAC",,,,"NO","Angiosperms","Monocot","Graminoid","Graminoid",,"Perennial","Rhizomatous","Rapid","Medium","Intolerant","Late Spring",3,"Medium/Low",4,"Ackerfield 2015","AGGI2","Poaceae","Agrostis gigantea","Poaceae","Agrostis gigantea","Poaceae","Agrostis gigantea","Poaceae","Agrostis gigantea","Agrostis gigantea","Introduced","Introduced","Non-native","Introduced","Exotic",,,"0"
76,"AGID","FQA_SciName","Poaceae","Agrostis idahoensis Nash","Agrostis idahoensis","Agrostis","idahoensis"," ","7",7,"Native",,"FACW","FACW","FACW",,,,"NO","Angiosperms","Monocot","Graminoid","Graminoid",,"Perennial","Bunch","Moderate","Medium","Intolerant","Late Spring",,,,"Ackerfield 2015","AGID","Poaceae","Agrostis idahoensis","Poaceae","Agrostis idahoensis","Poaceae","Agrostis idahoensis","Poaceae","Agrostis idahoensis",,"Native","Native","Native","Native","Native",,,"Not Assigned"
78,"AGME3","FQA_SciName","Poaceae","Agrostis mertensii Trin.","Agrostis mertensii","Agrostis","mertensii"," ","6",6,"Native",,"FACU","FACU","FACU",,,,"NO","Angiosperms","Monocot","Graminoid","Graminoid",,"Perennial",,,,,,,,,"Ackerfield 2015","AGME3","Poaceae","Agrostis mertensii","Poaceae","Agrostis mertensii","Poaceae","Agrostis mertensii","Poaceae","Agrostis mertensii",,"Native","Native","Native","Native","Native",,,"Not Assigned"
79,"AGSC5","FQA_SciName","Poaceae","Agrostis scabra Willd.","Agrostis scabra","Agrostis","scabra"," ","4",4,"Native",,"FAC","FAC","FAC",,,,"NO","Angiosperms","Monocot","Graminoid","Graminoid",,"Perennial","Bunch","Moderate","Low","Intolerant","Early Spring",,,,"Ackerfield 2015","AGSC5","Poaceae","Agrostis scabra","Poaceae","Agrostis scabra","Poaceae","Agrostis scabra","Poaceae","Agrostis scabra",,"Native","Native","Native","Native","Native",,,"4"
80,"AGST2","FQA_SciName","Poaceae","Agrostis stolonifera L.","Agrostis stolonifera","Agrostis","stolonifera"," ","0",0,"Non-native",,"FACW","FACW","FAC",,,,"LOW","Angiosperms","Monocot","Graminoid","Graminoid",,"Perennial","Stoloniferous","Rapid","Low","Intolerant","Mid Summer",3,"Medium/Low",4,"Ackerfield 2015","AGST2","Poaceae","Agrostis stolonifera","Poaceae","Agrostis stolonifera","Poaceae","Agrostis stolonifera","Poaceae","Agrostis stolonifera","Agrostis stolonifera","Introduced","Introduced","Non-native","Introduced","Exotic",,"Native and Exotic","0"
81,"AGVA","FQA_SciName","Poaceae","Agrostis variabilis Rydb.","Agrostis variabilis","Agrostis","variabilis"," ","4",4,"Native",,,,,,,,"NO","Angiosperms","Monocot","Graminoid","Graminoid",,"Perennial",,,,,,,,,"Ackerfield 2015","AGVA","Poaceae","Agrostis variabilis","Poaceae","Agrostis variabilis","Poaceae","Agrostis variabilis","Poaceae","Agrostis variabilis",,"Native","Native","Native","Native","Native",,,"4"
83,"AILAN","FQA_SciName","Simaroubaceae","Ailanthus Desf.","Ailanthus","Ailanthus",,,"0",0,"Non-native",,,,,,,,,"Angiosperms","Dicot","Tree","Tree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,"AIAL","FQA_SciName","Simaroubaceae","Ailanthus altissima (Mill.) Swingle","Ailanthus altissima","Ailanthus","altissima"," ","0",0,"Non-native","Watch List","FACU","FACU","FACU",,,,"NO","Angiosperms","Dicot","Tree","Tree",,"Perennial","Single Stem","Rapid","Medium","Intolerant","Late Spring",2,"Medium",6,"Ackerfield 2015","AIAL","Simaroubaceae","Ailanthus altissima","Simaroubaceae","Ailanthus altissima","Simaroubaceae","Ailanthus altissima","Simaroubaceae","Ailanthus altissima","Ailanthus altissima","Introduced","Introduced","Non-native","Introduced","Exotic",,,"0"
4233,"AIZOAC","FQA_SciName","Aizoaceae","Aizoaceae","Aizoaceae",,,,,,,,,,,,,,,"Angiosperms","Dicot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,"ALCEA","FQA_SciName","Malvaceae","Alcea L.","Alcea","Alcea",,,"0",0,"Non-native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,"ALRO3","FQA_SciName","Malvaceae","Alcea rosea L.","Alcea rosea","Alcea","rosea"," ","0",0,"Non-native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Biennial, Perennial",,,,,,,,,"Ackerfield 2015","ALRO3","Malvaceae","Alcea rosea","Malvaceae","Alcea rosea","Malvaceae","Alcea rosea","Malvaceae","Alcea rosea","Alcea rosea","Introduced","Introduced","Non-native","Introduced","Exotic",,,"0"
88,"ALETE","FQA_SciName","Apiaceae","Aletes J.M. Coult. & Rose","Aletes","Aletes",,,,,"Native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,"ALAC2","FQA_SciName","Apiaceae","Aletes acaulis (Torr.) J.M. Coult. & Rose","Aletes acaulis","Aletes","acaulis"," ","7",7,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","ALAC2","Apiaceae","Aletes acaulis","Apiaceae","Aletes acaulis","Apiaceae","Aletes acaulis","Apiaceae","Aletes acaulis",,"Native","Native","Native","Native","Native",,,"7"
87,"ALHU","FQA_SciName","Apiaceae","Aletes humilis J.M. Coult. & Rose","Aletes humilis","Aletes","humilis"," ","7",7,"Native",,,,,"Yes","G2G3","S2S3","NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","ALHU","Apiaceae","Aletes humilis","Apiaceae","Aletes humilis","Apiaceae","Aletes humilis","Apiaceae","Aletes humilis",,"Native","Native","Native","Native","Native",,,"7"
89,"ALMAB","FQA_SciName","Apiaceae","Aletes macdougalii J.M. Coult. & Rose ssp. breviradiatus W.L. Theobald & C.C. Tseng","Aletes macdougalii ssp. breviradiatus","Aletes","macdougalii","ssp. breviradiatus","10",10,"Native",,,,,"Yes","G3T2T3","S1","NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"USDA PLANTS","ALMAB","Apiaceae","Aletes macdougalii ssp. breviradiatus",,,"Apiaceae","Aletes macdougalii ssp. breviradiatus","Apiaceae","Aletes macdougalii ssp. breviradiatus",,"Native",,"Native","Native","Native",,,"10"
90,"ALHAG","FQA_SciName","Fabaceae","Alhagi Gagnebin","Alhagi","Alhagi",,,"0",0,"Non-native",,,,,,,,,"Angiosperms","Dicot","Shrub","Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,"ALMA12","FQA_SciName","Fabaceae","Alhagi maurorum Medik.","Alhagi maurorum","Alhagi","maurorum"," ","0",0,"Non-native","List A","FAC","FAC","FAC",,,,"NO","Angiosperms","Dicot","Shrub","Shrub",,"Perennial",,,,,,4,"Medium/Low",4,"Ackerfield 2015","ALMA12","Fabaceae","Alhagi maurorum","Fabaceae","Alhagi maurorum","Fabaceae","Alhagi maurorum",,,"Alhagi maurorum","Introduced","Introduced","Non-native","Introduced","Exotic",,,"0"
92,"ALICI","FQA_SciName","Polemoniaceae","Aliciella Brand","Aliciella","Aliciella",,,,,"Native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,"ALHA6","FQA_SciName","Polemoniaceae","Aliciella haydenii (A. Gray) J.M. Porter","Aliciella haydenii","Aliciella","haydenii"," ","4",4,"Native",,,,,"Yes","G3","S2","NO","Angiosperms","Dicot","Forb","Forb/herb",,"Annual, Biennial",,,,,,,,,"Ackerfield 2015","ALHA6","Polemoniaceae","Aliciella haydenii","Polemoniaceae","Aliciella haydenii","Polemoniaceae","Aliciella haydenii","Polemoniaceae","Gilia haydenii",,"Native","Native","Native","Native","Native",,,"4"
94,"ALLE7","FQA_SciName","Polemoniaceae","Aliciella leptomeria (A. Gray) J.M. Porter","Aliciella leptomeria","Aliciella","leptomeria"," ","6",6,"Native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,"Annual",,,,,,,,,"Ackerfield 2015","ALLE7","Polemoniaceae","Aliciella leptomeria","Polemoniaceae","Aliciella leptomeria",,,"Polemoniaceae","Gilia leptomeria",,"Native","Native",,"Native","Native",,,"Not Assigned"
95,"ALMC","FQA_SciName","Polemoniaceae","Aliciella mcvickerae (M.E. Jones) J.M. Porter","Aliciella mcvickerae","Aliciella","mcvickerae"," ","6",6,"Native",,"UPL",,"UPL",,,,,"Angiosperms","Dicot","Forb","Forb/herb",,"Annual, Biennial",,,,,,,,,"Ackerfield 2015","ALMC","Polemoniaceae","Aliciella mcvickerae","Polemoniaceae","Aliciella mcvickerae",,,"Polemoniaceae","Aliciella mcvickerae",,"Native","Native",,"Native","Native",,,"Not Assigned"
96,"ALMI10","FQA_SciName","Polemoniaceae","Aliciella micromeria (A. Gray) J.M. Porter","Aliciella micromeria","Aliciella","micromeria"," ","Not Assigned",,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Annual",,,,,,,,,"Ackerfield 2015","ALMI10","Polemoniaceae","Aliciella micromeria","Polemoniaceae","Aliciella micromeria","Polemoniaceae","Aliciella micromeria","Polemoniaceae","Gilia micromeria",,"Native","Native","Native","Native","Native",,,"Not Assigned"
97,"ALPE11","FQA_SciName","Polemoniaceae","Aliciella penstemonoides (M.E. Jones) J.M. Porter","Aliciella penstemonoides","Aliciella","penstemonoides"," ","10",10,"Native",,,,,"Yes","G3","S3","NO","Angiosperms","Dicot","Forb","Forb/herb",,"Biennial, Perennial",,,,,,,,,"Ackerfield 2015","ALPE11","Polemoniaceae","Aliciella penstemonoides","Polemoniaceae","Aliciella penstemonoides","Polemoniaceae","Gilia penstemonoides","Polemoniaceae","Gilia penstemonoides",,"Native","Native","Native","Native","Native",,,"10"
98,"ALPI2","FQA_SciName","Polemoniaceae","Aliciella pinnatifida (Nutt. ex A. Gray) J.M. Porter","Aliciella pinnatifida","Aliciella","pinnatifida"," ","5",5,"Native",,"FACU","FAC","FAC",,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Annual, Biennial, Perennial",,,,,,,,,"Ackerfield 2015","ALPI2","Polemoniaceae","Aliciella pinnatifida","Polemoniaceae","Aliciella pinnatifida","Polemoniaceae","Aliciella pinnatifida","Polemoniaceae","Gilia pinnatifida",,"Native","Native","Native","Native","Native",,,"5"
99,"ALSE11","FQA_SciName","Polemoniaceae","Aliciella sedifolia (Brandegee) J.M. Porter","Aliciella sedifolia","Aliciella","sedifolia"," ","10",10,"Native",,,,,"Yes","G1","S1",,"Angiosperms","Dicot","Forb","Forb/herb",,"Annual",,,,,,,,,"Ackerfield 2015","ALSE11","Polemoniaceae","Aliciella sedifolia","Polemoniaceae","Aliciella sedifolia",,,"Polemoniaceae","Gilia sedifolia",,"Native","Native",,"Native","Native",,,"10"
100,"ALST12","FQA_SciName","Polemoniaceae","Aliciella stenothyrsa (A. Gray) J.M. Porter","Aliciella stenothyrsa","Aliciella","stenothyrsa"," ","9",9,"Native",,,,,"Yes","G3","S1","NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","ALST12","Polemoniaceae","Aliciella stenothyrsa","Polemoniaceae","Aliciella stenothyrsa","Polemoniaceae","Aliciella stenothyrsa","Polemoniaceae","Gilia stenothrysa",,"Native","Native","Native","Native","Native",,,"9"
101,"ALTR14","FQA_SciName","Polemoniaceae","Aliciella triodon (Eastw.) Brand","Aliciella triodon","Aliciella","triodon"," ","9",9,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Annual",,,,,,,,,"Ackerfield 2015","ALTR14","Polemoniaceae","Aliciella triodon","Polemoniaceae","Aliciella triodon","Polemoniaceae","Aliciella triodon","Polemoniaceae","Gilia triodon",,"Native","Native","Native","Native","Native",,,"Not Assigned"
103,"ALISM","FQA_SciName","Alismataceae","Alisma L.","Alisma","Alisma",,,,,"Native",,,,,,,,,"Angiosperms","Monocot","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,"ALGR","FQA_SciName","Alismataceae","Alisma gramineum Lej.","Alisma gramineum","Alisma","gramineum"," ","4",4,"Native",,"OBL","OBL","OBL",,,,"MEDIUM","Angiosperms","Monocot","Forb","Forb/herb",,"Perennial","Single Crown","Moderate","None","Intolerant","Mid Summer",,,,"Ackerfield 2015","ALGR","Alismataceae","Alisma gramineum","Alismataceae","Alisma gramineum","Alismataceae","Alisma gramineum","Alismataceae","Alisma gramineum",,"Native","Native","Native","Native","Native",,,"4"
104,"ALSU","FQA_SciName","Alismataceae","Alisma subcordatum Raf.","Alisma subcordatum","Alisma","subcordatum"," ","Not Assigned",,"Native",,,"OBL","OBL",,,,,"Angiosperms","Monocot","Forb","Forb/herb",,"Perennial","Single Crown","Moderate","None","Intolerant","Late Spring",,,,"Ackerfield 2015","ALSU","Alismataceae","Alisma subcordatum","Alismataceae","Alisma subcordatum",,,"Alismataceae","Alisma subcordatum",,"Native","Native",,"Native","Native",,,"Not Assigned"
105,"ALTR7","FQA_SciName","Alismataceae","Alisma triviale Pursh","Alisma triviale","Alisma","triviale"," ","3",3,"Native",,"OBL","OBL","OBL",,,,"MEDIUM","Angiosperms","Monocot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","ALTR7","Alismataceae","Alisma triviale","Alismataceae","Alisma triviale","Alismataceae","Alisma triviale","Alismataceae","Alisma triviale",,"Native","Native","Native","Native","Native",,,"3"
4234,"ALISMA","FQA_SciName","Alismataceae","Alismataceae","Alismataceae",,,,,,,,,,,,,,,"Angiosperms","Monocot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4235,"ZZ_ALLIAC","FQA_SciName InventedSymbol - Not in PLANTS","Alliaceae","Alliaceae","Alliaceae",,,,,,,,,,,,,,,"Angiosperms","Monocot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,"ALLIA","FQA_SciName","Brassicaceae","Alliaria Heist. ex Fabr.","Alliaria","Alliaria",,,"0",0,"Non-native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,"ALPE4","FQA_SciName","Brassicaceae","Alliaria petiolata (M. Bieb.) Cavara & Grande","Alliaria petiolata","Alliaria","petiolata"," ","0",0,"Non-native","Watch List","FACU","FACU","FACU",,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Annual, Biennial",,,,,,,"High/Medium",8,"Ackerfield 2015","ALPE4","Brassicaceae","Alliaria petiolata","Brassicaceae","Alliaria petiolata","Brassicaceae","Alliaria petiolata","Brassicaceae","Alliaria petiolata","Alliaria petiolata","Introduced","Introduced","Non-native","Introduced","Exotic",,,"0"
109,"ALLIO","FQA_SciName","Nyctaginaceae","Allionia L.","Allionia","Allionia",,,"6",6,"Native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"ALIN","FQA_SciName","Nyctaginaceae","Allionia incarnata L.","Allionia incarnata","Allionia","incarnata"," ","6",6,"Native",,,,,"Yes","G5","S2","NO","Angiosperms","Dicot","Forb","Forb/herb",,"Annual, Perennial",,,,,,,,,"Ackerfield 2015","ALIN","Nyctaginaceae","Allionia incarnata","Nyctaginaceae","Allionia incarnata","Nyctaginaceae","Allionia incarnata","Nyctaginaceae","Allionia incarnata",,"Native","Native","Native","Native","Native",,,"6"
117,"ALLIU","FQA_SciName","Alliaceae","Allium L.","Allium","Allium",,,,,"Unknown",,,,,,,,,"Angiosperms","Monocot","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,"ALAC4","FQA_SciName","Alliaceae","Allium acuminatum Hook.","Allium acuminatum","Allium","acuminatum"," ","8",8,"Native",,,,,,,,"NO","Angiosperms","Monocot","Forb","Forb/herb",,"Perennial","Multiple Stem","Rapid","Medium","Intolerant","Summer",,,,"Ackerfield 2015","ALAC4","Liliaceae","Allium acuminatum","Alliaceae","Allium acuminatum","Alliaceae","Allium acuminatum","Alliaceae","Allium acuminatum",,"Native","Native","Native","Native","Native",,,"8"
